text,created_at,id_str,retweet_count,favorite_count,in_reply_to_screen_name,geo,source,language,followers_count,id,name_at_tweet_time,screen_name,user_location,user_created_at,search_term_group,search_term
"“Quando o serviço de streaming se popularizar os nossos bolsos agradecerão”.

Premiere: R$ 59
Star+: R$ 37
Netflix:… https://t.co/iU5PROkSDq",2021-10-24 16:10:33,1452306528854323206,0,10,,,Twitter for iPhone,pt,2756,96858056,Ricardo,rts1983,"São Paulo, Brasil",Mon Dec 14 22:46:04 +0000 2009,hbomax,hbo max
"Fusão com o grupo Discovery só deve aumentar a confusão com a marca da plataforma

https://t.co/2toET807xs",2021-10-24 15:32:02,1452296834685210632,0,0,,,Observatório de Séries,pt,111,1033826954745729025,Observatório de Séries,obsdeseries,"São Paulo, Brasil",Sun Aug 26 21:22:08 +0000 2018,hbomax,hbo max
HBO max pisa em qlqer outra plataforma de streaming,2021-10-24 15:24:26,1452294923022127116,0,1,,,Twitter for iPhone,pt,24,1411686357211230209,acacio,sobreacacio,"São Paulo, Brasil",Sun Jul 04 14:00:57 +0000 2021,hbomax,hbo max
"Todos os dias eu penso: Por que a Disney não pôs a ESPN no Disney Plus q nem a Warner pos a TNT Sports no HBO Max...
Que horrível",2021-10-24 14:34:26,1452282338453467157,0,0,,,Twitter for Android,pt,72,1215454084465074181,"Se discordou de mim, estude mais",leosouza010,"São Paulo, Brasil",Fri Jan 10 02:03:47 +0000 2020,hbomax,hbo max
"@iagotuxe eu achei tudo, tem na hbo max da 01 chance!!",2021-10-24 14:17:46,1452278145080569868,0,0,iagotuxe,,Twitter for Android,pt,341,252372499,rauci,raucinho_,"São Paulo, SP",Tue Feb 15 01:59:53 +0000 2011,hbomax,hbo max
"@heiderzito Streaming deveria ser exceção e não regra. Se você pegar HBO Max, GloboPlay canais fechados e Starplus,… https://t.co/ClsnyLuaYV",2021-10-24 14:13:08,1452276977382088706,0,1,heiderzito,,Twitter for iPhone,pt,627,53107458,Ernesto M. Teixeira de Araújo,ernteixeira,"São Paulo, Brasil",Thu Jul 02 16:17:37 +0000 2009,hbomax,hbo max
meu deus em KND na HBO Max aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,2021-10-24 13:40:51,1452268856634925058,0,0,,,Twitter Web App,pt,703,356309419,mundinho Gabriel Cassiano,GahC4ssiano,"Sao Paulo, Brazil",Tue Aug 16 17:18:17 +0000 2011,hbomax,hbo max
Tenebrosa a terceira temporada de Titans. Dá a impressão que depois que virou HBO Max Originals a série piorou em a… https://t.co/Gvdjiwyx0k,2021-10-24 13:33:54,1452267104175116300,0,0,,,Twitter for Android,pt,649,1255652017,Felipe Ribeiro,FerlipeArce,"São Paulo, Brasil",Sat Mar 09 23:44:36 +0000 2013,hbomax,hbo max
"É cada vez mais difícil acompanhar futebol. Tem que assinar um pacote de TV com Sportv, ESPN/Fox, TNT e Space e ain… https://t.co/wjVqJPpXVr",2021-10-24 13:19:43,1452263536512622595,0,7,,,Twitter for Android,pt,728,57185837,Rodrigo Peres,rodrigo_peres,Osasco - SP - Brasil,Thu Jul 16 00:22:15 +0000 2009,hbomax,hbo max
'Paraíso': Série de suspense teen já está disponível na HBO Max! - https://t.co/4Bw8GRtU54 https://t.co/3uN3L7IgM2,2021-10-24 11:54:33,1452242105125019650,1,30,,,cinepop,pt,55870,14500217,CinePOP,cinepop,São Paulo,Wed Apr 23 20:21:53 +0000 2008,hbomax,hbo max
"Série da HBO indicada ao Emmy de melhor comédia estreia a quinta e última temporada neste domingo (24)

https://t.co/Xa4u4RKJeW",2021-10-24 11:03:01,1452229136097943561,0,0,,,Observatório de Séries,pt,111,1033826954745729025,Observatório de Séries,obsdeseries,"São Paulo, Brasil",Sun Aug 26 21:22:08 +0000 2018,hbomax,hbo max
HBO Max: 10 melhores filmes de terror para assistir no streaming https://t.co/2ex8ujCfIg,2021-10-24 07:49:13,1452180362050908161,0,0,,,IFTTT,pt,114,744329306080444416,F.P.,fps5000,"São Paulo, Brasil",Sun Jun 19 00:41:50 +0000 2016,hbomax,hbo max
O áudio pela celular da HBO MAX não é nada bom 🤦‍♀️ até achei que era problema no meu fone.,2021-10-24 07:02:02,1452168491075780608,0,0,,,Twitter for Android,pt,140,998380794300305408,Joyce Rodrigues,Jooycinhaa_28,"São Bernardo do Campo, Brasil",Mon May 21 01:51:45 +0000 2018,hbomax,hbo max
"@SophiIsa_ n sei qual tu tem, mas ta ai
Netflix: Amor &amp; Monstros 
Prime: O Último Caçador de Bruxas
HBO Max: O Esqu… https://t.co/gJ20MIsGIw",2021-10-23 01:24:09,1451721070482968584,0,1,SophiIsa_,,Twitter Web App,pt,99,1215380394645819394,Treze,uTreze,"São Caetano do Sul, Brasil",Thu Jan 09 21:10:53 +0000 2020,hbomax,hbo max
- queria assinar o hbo max 😪,2021-10-23 01:14:52,1451718732296957953,0,2,,,Twitter for iPhone,pt,691,54214627,Elfo,elfowill,"Barueri, Brasil",Mon Jul 06 14:13:41 +0000 2009,hbomax,hbo max
"Descobri o plano da HBO Max: a plataforma horrível é pra compensar o catálogo ótimo. Com isso, atinge um equilíbrio… https://t.co/B4i3KFxUeZ",2021-10-23 00:51:23,1451712823017590790,0,0,,,Twitter for Android,pt,812,15259262,ᴍᴀ́ʀᴄɪᴏ ᴘᴀᴅʀᴀ̃ᴏ,mpadrao,São Paulo,Sat Jun 28 00:30:21 +0000 2008,hbomax,hbo max
Queria ver duna no cinema e tal maaass! Não fico confortável nem seguro de ir ao cinema agora. O jeito vai ser espe… https://t.co/8GVICZrpp9,2021-10-23 00:46:44,1451711655298146304,0,0,,,Twitter Web App,pt,44,220432327,William Gimenes,asumashinohara,"São paulo, Brasil",Sat Nov 27 19:34:35 +0000 2010,hbomax,hbo max
hbo max me salvando  c ben 10 classico liga da justiça sem limites e jovens titãs,2021-10-22 23:52:04,1451697896487849999,0,3,,,Twitter for Android,pt,697,1397222481816064003,LIPE,afeholipe,São Paulo,Tue May 25 16:06:24 +0000 2021,hbomax,hbo max
@akk324k2 tenho que ver mais coisa no hbo max não posso cancelar se nao perde a promoç~~ao..,2021-10-22 22:37:44,1451679188327583744,0,0,akk324k2,,Twitter Web App,pt,1214,104968245,bruno,Raiosk,"Osasco, Brasil",Thu Jan 14 23:26:48 +0000 2010,hbomax,hbo max
ia assistir só os melhores episódios do the office da hbo max mas me toquei q amo todos os episódios então vou rever toda série fodace,2021-10-22 22:25:19,1451676064879718407,0,0,,,Twitter for Android,pt,136,20881506,andresa,andresa_souzaC,"São Paulo, Brasil",Sun Feb 15 00:07:16 +0000 2009,hbomax,hbo max
Como assim #Duna estreou na HBO Max Usa e não saiu com dublagem?,2021-10-22 22:21:16,1451675044204191749,0,0,,,Twitter for Android,pt,67,1380309697,Italo de Amorim,Italo_de_Amorim,"São Paulo, Brasil",Thu Apr 25 19:58:46 +0000 2013,hbomax,hbo max
"@cosmicrtzn Se um dia vc quiser ver me avisa q eu te mando tudo. 

Eu tenho um drive com tudo e o spinoff, mas a le… https://t.co/8zBdOJ7dOJ",2021-10-22 20:57:34,1451653982703718411,0,0,cosmicrtzn,,Twitter for iPhone,pt,404,1124018406867505159,Lucas Saramon,Saramonw,"São Paulo, Brasil",Thu May 02 18:30:46 +0000 2019,hbomax,hbo max
"#AProcuradoAmor é uma adaptação do livro homônimo de Nancy Mitford, lançado em 1945 https://t.co/3hBV5l2SDt",2021-10-22 19:47:52,1451636442783010825,1,10,,,Hootsuite Inc.,pt,1808023,29913589,Revista ISTOÉ,RevistaISTOE,"São Paulo, SP, Brasil",Thu Apr 09 03:49:20 +0000 2009,hbomax,hbo max
HBO Max ficou melhor ou ainda não é a hora de assinar?,2021-10-22 18:47:13,1451621178175631361,0,1,,,Twitter for Android,pt,319,798860143471525888,Lukezão,lukenascimentox,"São Paulo, Brasil",Wed Nov 16 12:07:55 +0000 2016,hbomax,hbo max
sabe uma coisa que eu fiz e nao me arrependo? foi ter assinado a hbo max assim que liberou p assinar,2021-10-22 18:16:45,1451613512116195329,0,1,,,Twitter Web App,pt,106,3105919509,Bruna,NishidaBruna,"Sao Paulo, Brazil",Sun Mar 22 22:10:03 +0000 2015,hbomax,hbo max
"@thechipettes666 é mttttt boa eu amo mto
tem na hbo max todas as temporadas",2021-10-22 17:42:38,1451604925969010696,0,0,thechipettes666,,Twitter for iPhone,pt,79113,371978947,ELISA,ElisaFrecklesx,"São Paulo, Brasil",Sun Sep 11 21:57:24 +0000 2011,hbomax,hbo max
"O ator com um vasto currículo no mundo das séries venceu um Emmy por atuação na comédia da HBO

https://t.co/XYObeTYbQ7",2021-10-22 17:20:02,1451599237456801795,0,0,,,Observatório de Séries,pt,111,1033826954745729025,Observatório de Séries,obsdeseries,"São Paulo, Brasil",Sun Aug 26 21:22:08 +0000 2018,hbomax,hbo max
A série #HeadoftheClass é um reboot do clássico dos anos 80 https://t.co/n5yONcRdmI,2021-10-22 17:07:04,1451595975391383564,0,1,,,Hootsuite Inc.,pt,1808023,29913589,Revista ISTOÉ,RevistaISTOE,"São Paulo, SP, Brasil",Thu Apr 09 03:49:20 +0000 2009,hbomax,hbo max
"gente a hbo max ressurgiu das cinzas como uma fênix tá rodando lisinho e tudo arrumadinho, lindinho, estética boa, nunca reclamei rs",2021-10-22 16:38:13,1451588715143471105,0,1,,,Twitter Web App,pt,123,1087733239115145218,supernewba,supernewba,São Paulo/SP,Tue Jan 22 15:26:28 +0000 2019,hbomax,hbo max
"@KassioFialho @uknow_mon @fran_coments @whojoax @InfoStarPlusBR Não pq é mercenária mesmo , HBO Max que eu tenho Ch… https://t.co/Q4DhypL5iV",2021-10-22 16:14:11,1451582666520866824,0,1,KassioFialho,,Twitter for Android,pt,1004,1165325543044259842,jaja 🇾🇪,jajaazitou,"São Paulo, Brasil",Sat Aug 24 18:10:44 +0000 2019,hbomax,hbo max
"Agora que eu lembrei de procurar. O doc do Maradona na época do Napoli tem no HBO Max, galeros. Baita filme, recomendo",2021-10-22 16:04:47,1451580302208475139,0,8,,,TweetDeck,pt,5555,71121742,The Last Fábeo™,TheLastFabeo,"São Paulo, Brasil",Thu Sep 03 00:23:18 +0000 2009,hbomax,hbo max
‘Super Choque’: Jaden Smith e Caleb McLaughlin são os favoritos para o longa da HBO Max; confira… https://t.co/RCTIYS7bIa,2021-10-22 15:32:31,1451572179208912901,0,2,,,Twitter for iPhone,pt,3830,4442492673,Nerd Site,nerd_site,"São Paulo, Brasil",Thu Dec 10 23:43:05 +0000 2015,hbomax,hbo max
HBO Max mira em nova série sobre a família Soprano https://t.co/TQ8I0XX7VW,2021-10-22 15:03:02,1451564763197149192,0,4,,,WordPress.com,pt,1113,959498900834078721,Estrela Latina,EstrelaLatina,"São Paulo, Brasil",Fri Feb 02 18:48:59 +0000 2018,hbomax,hbo max
@ThaynaraR8 Ainda não vi essaaa! Vou dar uma olhadinha no trailer nas de plataformas de procedência duvidosa porque… https://t.co/uz9IOv6cUM,2021-10-24 05:43:30,1452148726336741378,0,2,ThaynaraR8,,Twitter for iPhone,pt,991,59664354,Mariana Alves,maarianalvs,"São Paulo, Brasil",Fri Jul 24 02:26:03 +0000 2009,hbomax,hbo max
"@maarianalvs Já assistiu Insecure? Tem na HBO MAX, mas acredito que de para encontrar em outras plataformas digitai… https://t.co/vm8s8smlBd",2021-10-24 05:37:15,1452147152168177672,0,1,maarianalvs,,Twitter for iPhone,pt,107,783343325956956161,Thaynara Rodrigues,ThaynaraR8,"Sao Paulo, Brazil",Tue Oct 04 16:29:37 +0000 2016,hbomax,hbo max
"assisti Maligno na HBO Max e...

DOIDERA https://t.co/bihxu0p2SC",2021-10-24 04:10:17,1452125268617973760,0,0,,,Twitter Web App,pt,110,2789793464,franco,francovitu,"São Paulo, Brasil",Thu Sep 04 13:21:28 +0000 2014,hbomax,hbo max
Adivinha quem tem HBO MAX??? A mãe ta giganteeee,2021-10-24 04:00:45,1452122868905566208,0,2,,,Twitter for Android,pt,171,836404496892850178,Illusione,yinlunaO,"São Paulo, Brasil",Tue Feb 28 02:35:46 +0000 2017,hbomax,hbo max
"@orathiago Amigo, vc viu a série Randon Acts of Flyness, ela é de 2018 –não sei se vc viu na época?–, mas tá completinha na HBO Max!",2021-10-24 02:42:46,1452103243950088196,0,1,orathiago,,Twitter for iPhone,pt,13932,41206049,ᴏɢᴀ ᴍᴇɴᴅᴏɴᴄᴀ,OgaMendonca,São Paulo,Tue May 19 20:45:15 +0000 2009,hbomax,hbo max
@eusouojoaoo Tô vendo pela HBO max,2021-10-24 02:01:32,1452092868097622018,0,1,eusouojoaoo,,Twitter for iPhone,pt,5216,109361203,rodrigo lima,RodrigoLimai,"São Paulo, Brasil",Thu Jan 28 20:21:43 +0000 2010,hbomax,hbo max
NOVOS FILMES ROMÂNTICOS ADICIONADOS NA HBO MAX!!!!!!!,2021-10-24 01:47:57,1452089447437242377,0,1,,,Twitter for iPhone,pt,260,2351471549,mickey maluco,samuliso,"Guarulhos, Brasil",Tue Feb 18 22:45:45 +0000 2014,hbomax,hbo max
"acabei de assistir Maligno na HBO Max e MANO QUE FILME DO C@RALHOOOO! 

JAMES WAN PAI DO CINEMA!  PROMETEU E ENTREG… https://t.co/exuRdwv0NR",2021-10-24 01:34:51,1452086152492634117,0,27,,,Twitter for Android,pt,8259,4442289435,Léo,leorrow,"São Paulo, Brasil",Thu Dec 10 23:16:08 +0000 2015,hbomax,hbo max
"Alguém sabe de filmes slashers disponíveis em streaming? (minhas opções são hbo max, netflix e star plus)",2021-10-24 01:19:20,1452082244097658891,0,1,,,Twitter Web App,pt,1254,2251022053,May 💀,mayarabatistas,"São Paulo, Brasil ",Tue Dec 17 21:50:11 +0000 2013,hbomax,hbo max
"isso aqui é tão precioso, eu te amo thiago, eu te amo hbo max e cartoon https://t.co/VAt5bt8LEe",2021-10-24 01:15:40,1452081322575470593,0,0,,,Twitter for Android,pt,747,222872107,h1za うさぎ,_h1za,"Santo André, Brasil",Sat Dec 04 18:16:12 +0000 2010,hbomax,hbo max
tô entre Amazon Prime e HBO Max hm,2021-10-24 01:08:36,1452079546040213504,0,1,,,Twitter for Android,pt,100,1145579258879840256,mds aleff 🕸️,al3ff_f,"Guarulhos, SP",Mon Jul 01 06:25:53 +0000 2019,hbomax,hbo max
EU ESTOU DEVASTADAAAAAA a empresa cortou meu HBO Max 😭😭😭😭😭😭,2021-10-24 00:52:27,1452075481440923648,0,1,,,Twitter for iPhone,pt,2312,55892213,stam,weslleystampini,"São Paulo, Brasil",Sat Jul 11 18:21:35 +0000 2009,hbomax,hbo max
GNTTT passo meu HBO MAX pra quem usar meu cogjdo do tiktok ou kwai,2021-10-24 00:39:48,1452072298417119234,0,0,,,Twitter for Android,pt,17,1157601153506598914,Agata,aaaaaagataaa,"São Paulo, Brasil",Sat Aug 03 10:36:36 +0000 2019,hbomax,hbo max
"Gente e eu que pedi pra @HBOMaxBR add O Segredo Além do Jardim no catálogo e três dias depois tá lá disponível?

Na… https://t.co/KnG6z0xfHe",2021-10-24 00:20:49,1452067518739267584,0,2,,,Twitter Web App,pt,131,970047731321450500,VersalhesTodd de Halloween 🎃,VersalhesTodd,"Sao Paulo, Brazil",Sat Mar 03 21:26:16 +0000 2018,hbomax,hbo max
"premiere (pra quem tinha uma condição melhor). hoje em dia, isso não basta. pra conseguir ver todos jogos da libert… https://t.co/WIp51Fy0Xp",2021-10-24 00:20:11,1452067358999199754,0,4,criticodfuteb0l,,Twitter for iPhone,pt,85,1080525355436380160,apreciador de batidas de limão,criticodfuteb0l,"São Paulo, Brasil",Wed Jan 02 18:04:54 +0000 2019,hbomax,hbo max
"@orathiago @hey_mika MDS literalmente três dias atrás eu tuitei pedindo pra HBO Max add no catálogo e agora tá lá, HBO segue fazendo TUDO",2021-10-24 00:19:56,1452067296810344449,0,0,orathiago,,Twitter Web App,pt,131,970047731321450500,VersalhesTodd de Halloween 🎃,VersalhesTodd,"Sao Paulo, Brazil",Sat Mar 03 21:26:16 +0000 2018,hbomax,hbo max
"@samupicademel Vê Insecure, no HBO Max",2021-10-24 00:16:38,1452066466795331588,0,1,samupicademel,,Twitter for Android,pt,115,821510796601688068,Butequeira,FrancinySaraiva,"São Paulo, Brasil",Wed Jan 18 00:13:31 +0000 2017,hbomax,hbo max
@crisdias que bizarro. essa semana eu tava reparando que lá em casa tem duas ECOBAGS que herdamos de uns amigos que… https://t.co/vb0cSGWthO,2021-10-23 23:43:45,1452058193169879048,0,0,crisdias,,Twitter Web App,pt,869,9454792,cortes de tiagoemebe,tiagoemebe,"São Paulo, Brasil",Mon Oct 15 13:13:51 +0000 2007,hbomax,hbo max
"não sei se é notícia velha mas aqui apareceu na aba de ""recentemente adicionados"": Over the garden wall na HBO Max.… https://t.co/wS7FcEjiBg",2021-10-23 22:49:52,1452044630154006533,128,1874,,,Twitter for Android,pt,74004,17514995,thiago,orathiago,São Paulo,Thu Nov 20 16:36:30 +0000 2008,hbomax,hbo max
troco globoplay p qm quer assistir verdades secretas 2 por hbo max qm vem,2021-10-23 22:44:07,1452043183681155075,0,1,,,Twitter for iPhone,pt,195,1208846778981847042,anna (~￣▽￣)~,nxshxyxmx,"São Paulo, Brasil",Sun Dec 22 20:28:37 +0000 2019,hbomax,hbo max
"As 4 temporadas da icônica série Mulher-Maravilha (1976) já estão disponíveis na HBO Max, com Angela Bonatti dublan… https://t.co/nQ8Vo1xxtj",2021-10-23 21:49:01,1452029318088077316,3,44,,,Twitter for Android,pt,5629,1285754461646880769,Dublagem Brasileira,dublagembra,São Paulo,Wed Jul 22 01:52:13 +0000 2020,hbomax,hbo max
"Disponível no HBO Max o filme novo do renomado Clint Eastwood. 

#CryMacho - O Caminho para a Redenção chega carreg… https://t.co/sT8RY6EgO0",2021-10-23 20:58:46,1452016670856388608,1,2,,,Twitter Web App,pt,6991,1146281898232164354,Portal das Guria,portaldasguria,"São Paulo, Brasil",Wed Jul 03 04:57:56 +0000 2019,hbomax,hbo max
É hora de Juventude x Ceará. Jogo na TNT e na HBO Max (menos RS). Estou nessa com @brunoformiga e @moniquedanello.,2021-10-23 19:45:28,1451998227356602380,2,110,,,Twitter for Android,pt,156983,40135517,Jorge Iggor,jorgeiggor,São Paulo,Fri May 15 00:56:08 +0000 2009,hbomax,hbo max
"@GhostJacobs No meu caso é a HBO Max e Apple TV+ pq ainda não tenho o Star+, mas não uso Netflix e Prime Vídeo tem um bom tempo",2021-10-23 19:06:45,1451988481668964354,0,1,GhostJacobs,,Twitter for Android,pt,145,1199857448850464768,Jabez Asafe,JabezAsafe,São Paulo,Thu Nov 28 01:08:12 +0000 2019,hbomax,hbo max
Clint Eastwood vive caubói em decadência em novo filme #CryMacho https://t.co/Glle0toGN7,2021-10-23 18:12:01,1451974710250586114,0,27,,,Hootsuite Inc.,pt,1808023,29913589,Revista ISTOÉ,RevistaISTOE,"São Paulo, SP, Brasil",Thu Apr 09 03:49:20 +0000 2009,hbomax,hbo max
@ANMTV O que o povo quer saber é: quando a HBO Max irá chegar no Fire Stick da Amazon? 😉,2021-10-23 18:08:40,1451973866386071554,0,0,ANMTV,,Twitter for Android,pt,503,23935669,Alex Sandro Alves,AlexSandroAlves,São Paulo,Thu Mar 12 11:59:35 +0000 2009,hbomax,hbo max
'À Procura do Amor': Série de época com Lily James estreia na HBO Max - https://t.co/coj6PsmanL https://t.co/xCkghT0rRR,2021-10-22 14:03:55,1451549885161947143,1,16,,,cinepop,pt,55870,14500217,CinePOP,cinepop,São Paulo,Wed Apr 23 20:21:53 +0000 2008,hbomax,hbo max
Serasse vale a pena assinar HBO Max?,2021-10-22 12:57:08,1451533078975893504,0,2,,,Twitter Web App,pt,109,64041390,Tranquila como um vulcão,boacalma,Sao Paulo,Sat Aug 08 21:01:05 +0000 2009,hbomax,hbo max
"Cry macho ainda não chegou na HBO Max, o filme deve entrar até às 9:00 da manhã",2021-10-22 09:43:14,1451484282598436866,0,0,,,Twitter for Android,pt,122,3389479193,Yuri Felipe,yurirp4,"São Paulo, Brasil",Thu Jul 23 16:26:51 +0000 2015,hbomax,hbo max
"eu já estou no ep. 3 de Merli sapere aude e descobri que é um derivado de uma série que tinha na Netflix

HBO Max não ajuda !!!",2021-10-22 06:58:59,1451442946813931543,0,0,,,Twitter for iPhone,pt,19,1237184885590237184,Gabu Nunes,gabu_nunes,"São Paulo, Brasil",Tue Mar 10 01:14:12 +0000 2020,hbomax,hbo max
"@hbomaxbr_portal A Warrner é a chefa e tem que ter o nome dela, independente do que for. Não sei porque HBO Max. Ac… https://t.co/vvG7pmdV0J",2021-10-22 04:18:20,1451402517846315037,0,1,hbomaxbr_portal,,Twitter for Android,pt,41,112318224,Simone RRasquinho,Rizzi0302,São Paulo,Mon Feb 08 02:02:31 +0000 2010,hbomax,hbo max
"No HBO MAX tem simplesmente todos os episódios de Apenas um Show, nunca fui triste",2021-10-22 04:18:14,1451402489954193427,1,6,,,Twitter for iPhone,pt,1125,1215528572259110912,Leozin🦅,Hy_Leeo,"São Paulo, Brasil",Fri Jan 10 06:59:40 +0000 2020,hbomax,hbo max
Não sei porquê ainda insisto na HBO Max. Não funciona...,2021-10-22 04:10:06,1451400446115991553,0,0,,,Twitter Web App,pt,123,1087733239115145218,supernewba,supernewba,São Paulo/SP,Tue Jan 22 15:26:28 +0000 2019,hbomax,hbo max
Assinei HBO Max pra ver uma série que teoricamente só tem lá... não tinha a série XD,2021-10-22 02:41:03,1451378034003546113,0,1,,,Twitter Web App,pt,70,945025572794765314,Gustavo Garcia,TheFrost07RIP,"São Paulo, Brasil",Sun Dec 24 20:17:09 +0000 2017,hbomax,hbo max
"@TriploF Acho q eles poderiam ir até no Básico msm e fazer um Warner Plus, mas HBO Max já dá boa identidade",2021-10-22 02:32:05,1451375777178693632,0,0,TriploF,,Twitter for Android,pt,29,519803751,Marcos Antonio,Marcosevarist,"São Paulo, Brasil",Fri Mar 09 20:40:14 +0000 2012,hbomax,hbo max
"Eu amo esse vídeo! É maravilhoso!! Agora a dublagem já tá na HBO Max, porém que bom que existiu a oportunidade dess… https://t.co/gy2MifdvMr",2021-10-22 02:26:23,1451374342198206466,0,5,,,Twitter for Android,pt,13014,49254317,Rocky Silva,RockySilvaBR,São Paulo - SP - Brasil,Sun Jun 21 06:40:23 +0000 2009,hbomax,hbo max
"@vicrdantas na hbo max amiga, saiu esses dias",2021-10-22 01:25:57,1451359134885072898,0,0,vicrdantas,,Twitter for iPhone,pt,200,1156815375016833024,𝔧𝔲𝔩𝔦𝔞,judutrx,"São Paulo, Brasil",Thu Aug 01 06:34:12 +0000 2019,hbomax,hbo max
"assistindo a 3º temp de young justice e mega me choquei com a violencia gráfica alta nos primeiros episódios, amand… https://t.co/97GpXx1b1x",2021-10-22 01:02:08,1451353143695003649,0,0,,,Twitter Web App,pt,145,1415496957351628802,roberta,jennieflopou,"São Paulo, Brasil ",Thu Jul 15 02:26:39 +0000 2021,hbomax,hbo max
tá aí que eu não sabia que na HBO Max tem a continuação de Merlí,2021-10-22 00:41:57,1451348062748790785,0,0,,,Twitter for iPhone,pt,1411,1107295213813460992,eimaurinho,eimaurinho,"São Paulo, Brasil",Sun Mar 17 14:58:46 +0000 2019,hbomax,hbo max
Segundo filme do dia é Necrotério (2020). Está na HBO Max.,2021-10-22 00:26:34,1451344191263584258,0,0,,,Twitter for Android,pt,756,37066591,Mariana 👻🦇🎃,fairy_of_oz,Brazil,Fri May 01 22:50:30 +0000 2009,hbomax,hbo max
"Hbo max 14,90 por mês 😍😍😍",2021-10-21 23:56:31,1451336630846033921,0,0,,,Twitter for iPhone,pt,90,1359929760806293505,Lucaas Florencio,Luucaaasf_,"Itapevi, Brasil",Thu Feb 11 18:18:30 +0000 2021,hbomax,hbo max
quase assinando hbo max so p ver a serie la com o gostosão oscar isaac,2021-10-21 23:53:27,1451335857751957504,0,1,,,Twitter Web App,pt,75,867498387825995776,pipi,pitchan9090,"São Paulo, Brasil",Wed May 24 21:51:47 +0000 2017,hbomax,hbo max
Kill Bill Vol. I e II entraram no catálogo da HBO Max e com isso constato que nunca fui triste na vida.,2021-10-23 16:56:18,1451955653724065797,0,1,,,Twitter for Android,pt,1185,18363920,Bruna Gonçalves ♛,inmadnessIdwell,"São Paulo, Brasil",Wed Dec 24 20:01:09 +0000 2008,hbomax,hbo max
"Eu tô até agora achando que Cry Macho era algum meme, pelo qual nunca me interessei e, portanto, nunca fui atrás de… https://t.co/8mFlqZCzqg",2021-10-23 16:52:19,1451954651927126025,0,1,,,Twitter Web App,pt,490,839307507243827200,Juliana Alves,jlnlvs,"São Paulo, SP",Wed Mar 08 02:51:18 +0000 2017,hbomax,hbo max
"@henrilazza Pior que tive esse problema com a HBO MAX tbm. Eu colocava em tempo real a img vinha toda zuada, aí tin… https://t.co/covqFPEwMD",2021-10-23 15:32:38,1451934599366553603,0,0,henrilazza,,Twitter for iPhone,pt,175,189179091,Andrezãooo,AndreRodJesus,"São Bernardo do Campo, Brasil",Fri Sep 10 15:50:46 +0000 2010,hbomax,hbo max
"Assistam hbo max até o dia 26, dpois ela chega em uma parte da Europa e o caos vem junto",2021-10-23 14:57:19,1451925711527219202,0,0,,,Twitter for Android,pt,796,1027221832951390209,"xoxo, SweetMa 🦌",Marlon_MMarques,São Paulo-capital,Wed Aug 08 15:55:44 +0000 2018,hbomax,hbo max
@sfc_thalita2 hbo max né q vc ama,2021-10-23 14:04:23,1451912389885145102,0,0,sfc_thalita2,,Twitter for Android,pt,351,4182705736,gu,_gusaraujo,"São Bernardo do Campo, Brasil",Sat Nov 14 00:56:14 +0000 2015,hbomax,hbo max
"A presidente e CEO da WarnerMedia, Ann Sarnof, explica que a sequência de #Dune receberá sinal verde para começar a… https://t.co/Ce7hmWnZ6v",2021-10-23 14:01:25,1451911640677601288,0,7,,,Twitter for Android,pt,857,3427447198,Point Nerd 2.0,Pointnerd_20,"São Paulo, Brasil",Mon Aug 17 05:04:59 +0000 2015,hbomax,hbo max
mano eu te amo hbo max eu sou a pessoa mais feliz do mundo assistindo pll MEU DEUS COMO EU AMO ESSA SÉRIE,2021-10-23 13:59:18,1451911108357410816,0,2,,,Twitter for Android,pt,745,1263195998760980485,thalitinha,sfc_thalita2,"São Bernardo do Campo, Brasil",Wed May 20 19:52:56 +0000 2020,hbomax,hbo max
Sobre atléticas e o que significam. Sugiro assistirem ao documentário “rompendo silêncio” na HBO max sobre violênci… https://t.co/vb0tKbcWac,2021-10-23 13:15:02,1451899970253172745,0,6,,,Twitter for iPhone,pt,409,1301296398315421697,Felipe Scalisa,FScalisa,"São Paulo, Brasil",Wed Sep 02 23:10:52 +0000 2020,hbomax,hbo max
"Recém-saído dos cinemas, o filme ‘Cry Macho: O Caminho Para Redenção’ chegou ao catálogo da HBO Max, com Carlos Ges… https://t.co/z0Ppz97blu",2021-10-23 13:06:59,1451897942584053769,0,26,,,Twitter for Android,pt,5629,1285754461646880769,Dublagem Brasileira,dublagembra,São Paulo,Wed Jul 22 01:52:13 +0000 2020,hbomax,hbo max
Vou acabar deixando Duna para ver quando sair na HBO Max mesmo. Isso se eu não me deparar com um monte de spoilers.,2021-10-23 13:03:23,1451897037398626305,0,0,,,Twitter for Android,pt,756,37066591,Mariana 👻🦇🎃,fairy_of_oz,Brazil,Fri May 01 22:50:30 +0000 2009,hbomax,hbo max
@galyeojin meu poisé!!! até fui procurar e parece que já tem dois episódios no hbo max… tu tens?,2021-10-23 11:50:36,1451878722953428996,0,0,galyeojin,,Twitter for iPhone,pt,938,1280993237436596225,ramas,rammassss,São Paulo,Wed Jul 08 22:32:51 +0000 2020,hbomax,hbo max
